55	921	日本の何処でもアメリカ様が基地を作れる、みたいな約束がある以上  米ロ対立をやってる機関を持つアメリカの属国に、 抑えられると困る島なんて渡すはずが無い	As long as there is a promise that Mr. America can build bases anywhere in Japan, they are not going to give these islands to a vassal country of USA, which has establishments to fight the cold war.
56	2134	バトルロワイヤルは、やりたい人だけやるだろうからまあいいとして   無料化は次世代のCS出してからのほうが良かったんじゃないかな   数百円でも有料と無料で来る人の種類って違うから、まあ荒れるだろうね	Whoever wants to play Battle Royale can play it so whatever but I feel they shouldn’t make it free until the next generation CS. Even a couple of dollars make a difference of the people who shows up compared to being completely free. So it is going to be rough.
57	20386	>元スーパースターのウサイン・ボルト氏    こうなったらもうスーパースターじゃない、みたいなんあんの？	>ex superstar Usain St. Leo Bolt, is there any rule that determines you are not a superstar anymore if you become like that?
58	1713	ル・レクチエを食べるコツメだと…	Asian small-clawed otter eating Le Lectier…
59	1237	ゆりやん？	Yuriyan?
60	147	>現職は山口和之氏、新人では空本誠喜氏、長谷川豊氏を擁立する。	>They will be backing up sitting member Kazuyuki Yamaguchi, as well as newcomers Seiki Soramoto and Yutaka Hasegawa.
61	147	現職の人は最近萎珍に加入した元こっちみんなの党、空本君は広島四区で民主党衆議院議員やったことある人で、ここまではわかる。	I understand up to the point that one of them is a sitting member who joined the Innovation Party recently who is originally from Your Party,  and Soramoto is from HIroshima's district 4 and used to be a Democratic Party Member of the House of Representatives.
62	147	こ↑こ↓でなんで腎フェを擁立するんや？	Why are they fielding kidney face?
63	20293	臣民じゃなく珍民や…  少しともアメリカのようにお金渡すのをみんなに公開しながらやれば？	Not a citizen but a weirdo…if they're going to hand over money, why do they do that publicly?
64	2391	これも手元に届く頃には陳腐化してそう…	This is going to be outdated when we get it…
65	20257	ちょっと違うだけで新種とか言われてもね	I don't know what to say to calling it a new species even though it's just slightly different
66	934	高い金出してサンドイッチ買うわけないじゃん   マックは値上げしてるけれどつｂ、あ、めんどくせ	No way we are buying such expensive sandwiches. McDonalds is getting expensive tho, ahh who cares.
67	1958	>拡張可能	>Extensible
68	2259	これはVIPにスマブラサブミが立つフラグ？	I have a hunch there is submission in Super Smash Bros's VIP room
69	1912	なんか値引きが渋いというか	Not much of a discount
70	2006	サイゲの何が嫌いって、射幸心煽りまくったガチャマネーで出来た会社なのになんか一流のゲーム会社ヅラしてる所。	I don't like Cygames because they act like they are such a first-rate game company although they are build on the Gachapon money they made by feeding the gambling addicts.
71	20112	mommen69さん…( ；o； )	mommen69…( ；o； )
72	10141	実感どころかネトウヨ500円だって民主政権の時はリーマンやってたのに  アベノミクス始まってからはMacBookも買えない貧乏人になっちまったもんなぁ	That internet right winger 500 Yen used to work in an office during DPJ period but he became so poor to the point where he can't even buy a MacBook after Abenomics started.
73	1094	先週存在を知ったけど食べる機会なくて気になってた。	I just heard about it last week but I haven't had a chance to try it yet but I want to.
74	20311	>辺野古埋め立ての賛否を問う県民投票の全市町村実施を巡り、県議会与党３会派の代表者は２３日午後、県議会で新里米吉議長と面談し、新里議長が提案した選択肢を現在の２択から３択に増やす条例改正案について、容認する方針を伝えた。	>Regarding the ballot asking Okinawa locals whether they support a plan to reclaim Henoko land, the representatives of 3 groups from the ruling party of prefectural assembly met chairman Yonekichi Shinzato at the prefectural assembly on the afternoon of 23rd and announced their policy to accept the ordinance revision plan adding one more option to the 2 options Yonekichi initially offered.
75	20311	>議長が与党に提案している選択肢は「賛成」「反対」「どちらでもない」の３択。	>The options the chairman is offering are the following 3, “Agree” “Disagree” or “Neither agree nor disagree”.
76	20311	>面談後、社民・社大・結の照屋大河会派長は「全県実施と県議会での全会一致の議決が認められるなら柔軟に対応したい。検討の余地がある。テーブルにつく方向だ」と述べ、条例改選案に事実上賛成する方針を示した。	>After the meeting, Teruya Taiga, who leads the faction of Social Democratic Party, Okinawa Social Mass Party, and Unity Party, said “We want to respond flexibly if this is going to take place across the whole prefecture and unanimous decision will be approved in the prefectural assembly. There is room for consideration. We are ready to sit at the table.” they showed their intention to essentially agree with the ordinance review plan.
77	2071	Humble Monthlyに入ってきそう  あとepicの蔵インストールしたけど起動後クライアントのホームに飛ばされ好評発売中な動画(無音声)	Seems it’s going to be in the Humble Monthly bundle, and I installed the client of Epic Games, but it made me jump to the client's homepage after booting it and there was the ad movie (no sound).
78	283	かわいい♪(*・ω・人)	Kawaii♪(*・ω・人)
79	701	まだいける！の？	Can you go there later?
80	353	そんな急に政策の効果でないだろ。	I don't think the policy takes effect that quick.
81	353	ヘイハイズが沢山いるんじゃないのー？	I bet there is a bunch of Heihaizis?
82	543	この前、L頼んだらRのカップ渡されたけど、     確かにギリギリ入った。	It sure barely fit when I got a regular size cup although I ordered a Large size.
83	543	ギリギリ過ぎて持ち歩けないけど。	It was too full and hard to bring.
84	1408	その猫はなまらかわいいよね	That cat is super cute.
85	20280	ゲームの質不安定だししょうがないけどね。	Their game qualities are unstable so it was inevitable.
86	20280	やる気出して在庫から豪華なのをこっそり放出することもあるんだが	Sometime they get motivated and secretly release gorgeous ones from their inventory.
87	1361	ポックリ逝ってしまったのか	They popped off
88	656	リンゴさん?	Ringo-san?
89	2354	俺「あぁん？俺のシマでイキるとかいい度胸してんじゃねーか、どこ中だよおめーら」	Ore ”What? You've got balls to be cocky in my neighborhood. Which Junior high you guys are from?”
90	2354	やつ「ゲェ！あいつは番長の俺！」	Yatsu “Shit! He is the Ore who is the leader of the pack!”
91	2354	お前ら「やべぇよ･･･」	Omaera “This sucks…”
92	2354	俺くん「男らしい･･･(	Ore-kun “He is so macho….(
93	216	95 ではなく 98 か  そーいやこの頃はまだ CRT が現役だったな	It was 98 not 95, around that time, CRT was common
94	216	Windows 95 と Windows 98 はあんまり変わらなかった気がするな	I feel like there was not much difference between Windows 95 and Windows 98
95	216	SE はインストールがちょっと面倒だった記憶が在る	I remember it was a bit troublesome installing SE
96	1818	立てといて書かないのも   あれだしね。	Well, it’s not very nice to not comment on the post I created.
97	1818	長期留年組DayZがEA抜けるなんて思ってもなかった2018年	In 2018, I didn't expect DayZ which stayed for so lone would leave Electronic Arts
98	1818	ドミニオンクローンの   Slay the Spireが   ヒットしたのは無論	Not to mention Dominion clone Slay the Spire was a big hit
99	1818	個人的には今頃買ったThe Trailが小ヒットしたのは嬉しい所	Personally, I am happy The Trail I just bought made a small hit.
100	1764	6-pack AAA Batteries	6-pack AAA Batteries
101	1764	使う	Use
102	1764	いつも電池を借りてばかりの放置された家電製品に何本か電池を入れます。	Put some batteries into some home appliances which that always borrow batteries from others.
103	1764	まさに王族の気分です。	Feeling like a member of royalty.
104	1764	Travel-Size Toothpaste	Travel-Size Toothpaste
105	1764	使う	Use
106	1764	歯磨き粉を使わずに歯を磨きましたね。	Did you just brush your teeth without toothpaste?
107	1764	口腔衛生ゲームを次のレベルに進める時が来たようです。	This is the time to step up the oral hygiene game.
108	1764	Toothbrush	Toothbrush
109	1764	使う	Use
110	1764	歯ブラシを使うと、輝く歯から湧き出る深い幸福感を感じることでしょう。	Feeling the big happiness gushing out from your shiny teeth when you use the toothbrush.
111	1764	Shiny New Bike	Shiny New Bike
112	1764	乗る	Ride
113	1764	新しい自転車で小屋の砂利道を下ります -- 最初は不安定ですが、すぐにコツをつかみます。	Going down the gravel road with the new bike - - It’s wobbly at first but getting the hang of it.
114	1764	帽子が落ちますが、そんなことは気にしません。	Your hat will fall off but you won't care.
115	1764	なぜなら、あなたはスピード狂ですから。	Because you are a speed demon.
116	1764	Travel-Size Tissues	Travel-Size Tissues
117	1764	使う	Use
118	1764	大きなくしゃみがまさに出そうな瞬間にティッシュを開けました。	Open the package of tissues right before your big sneeze.
119	1764	誰もあなたの素晴らしいタイミングを見ていませんでしたが、自己評価ポイント上昇です。	Nobody was watching your fantastic timing but you personal points have gotten higher
120	1764	Candy Cane	Candy Cane
121	1764	食べる	Eat
122	1764	キャンディケーンを食べましょう。	Let’s eat the candy cane.
123	1764	鋭い器具として使えるなんて考えないですよね。	You never thought you could use it as a sharp tool.
124	1764	Gold Coins	Gold Coins
125	1764	食べる	Eat
126	1764	所持する金貨が増えれば増えるほど、問題も増えると言われています。	It is said that the more gold coins you have, the more issues happen.
127	1764	でも、これは実はチョコレートで作られているので安心です。	But, this is made out of chocolate so you don't have to worry.
128	1764	危ないところでした！	That was close!
129	1764	Tie	Tie
130	1764	しまう	Put away
131	1764	絹のように滑らかで、華やかな柄がプリントされています。	It is smooth like silk and has gorgeous print.
132	1764	着用方法を説明した5分間のビデオを、 大事なイベントの開始3分前に見るのが待ちきれませんね。	You cannot wait to watch the 5 minutes instruction video on how to wear it 3 minutes before an important event.
133	1764	Comb	Comb
134	1764	使う	Use
135	1764	休暇で乱れた髪をとかします… この櫛は60本もの歯を持ちながらもあなたが頭に近づくことを許す唯一の物です。	Brush your hair messed up during vacation…this comb has 60 teeth and it is the only thing you allow to get closer to your head.
136	1764	Strange Coal	Strange Coal
137	1764	自信を持ってかじる	Have a bite with confidence
138	1764	あなたはチョコレートだと信じ、石炭を噛みます。	You believe it is a chocolate and bite the coal.
139	1764	そのとおり。	That’s right.
140	1764	高額の賭けに勝ったポーカーのチャンピオンのような気分です。	You feel like you are a poker champion who won a big game.
141	1764	Fast Food Coupon	Fast Food Coupon
142	1764	使う	Use
143	1764	このクーポンをファストフードサービスの店員に提示してください。	Please show this coupon to the staff at a fast food place.
144	1764	店員はあなたがこれから手にするものを思い浮かべてワケありな笑みを浮かべます。	The staff will think about the things you will get and have an expressive smile.
145	1764	Spoon	Spoon
146	1764	しまう	Put away
147	1764	引き出しに並ぶきれいなスプーンの隣にこのスプーンをきちんとそろえて置きましょう。	Let’s put this spoon next to the pretty spoons lined up in the drawer neatly.
148	1764	未来の自分に、どういたしまして。	Say, “you’re welcome” to your future self.
149	1764	Dressy Socks	Dressy Socks
150	1764	着る	Wear
151	1764	さて、こちらの靴下は特別の日のためにとっておきましょう。	Well, please keep these socks for a special day.
152	1764	その日が来ればわかるはず。	You will know when the day comes.
153	1764	Everyday Socks	Everyday Socks
154	1764	着る	Wear
155	1764	こちらの靴下には素敵なデザインや特別な繊維が使われているわけではないのですが、常に役に立つ靴下です。	These socks do not have a pretty design nor special fiber but these are very useful ones.
156	1764	そして家具の埃取りにも使えます！	You can use them as duster for furniture.
157	1764	Socks with Words	Socks with Words
158	1764	着る	Wear
159	1764	こちらの靴下はあなたが誇りを持って言える言葉を代弁してくれます…足で。	These socks will represent your proud words….with feet.
160	1764	Fruitcake	Fruitcake
161	1764	食べる	Eat
162	1764	これまでフルーツケーキが好きではなかったあなたですが、思い切って一口食べてみてください。	You didn't like fruitcakes until today, but resolve yourself to try a bite.
163	1764	その後で、自分よりフルーツケーキが好きな人のために、カウンターにそっと置いてあげてください。	After that, please quietly leave it on the counter for the person who likes fruitcakes more.
164	1764	Sporty Socks	Sporty Socks
165	1764	着る	Wear
166	1764	こちらの靴下は、洗練と力強さを兼ね備えた履き物のスポーツカーです。	These socks are both sophisticated and strong and they are the sport cars of footwear.
167	1764	Hand Sanitizer	Hand Sanitizer
168	1764	つける	Use
169	1764	手の消毒剤をたっぷり塗りましょう。	Put a lot of hand sanitizer on your hand.
170	1764	細菌がすべて殺菌される様子を目に浮かべながら。	Imagine seeing all of the viruses killed.
171	1764	Hand-Woven Socks	Hand-Woven Socks
172	1764	着る	Wear
173	1764	この靴下は昔ながらの入り組んだ模様と、最も幸せな羊の羊毛のみを使用しているのが特徴です。	These socks have old fashioned complicated patterns and are using the wool from the happiest sheep only.
174	1764	10 "One Free Hug" Coupons	10 "One Free Hug" Coupons
175	1764	使う	Use
176	1764	無料ハグクーポンの富豪になったら、部屋中の全員を相手にすぐさま使い切りましょう。	If you become a millionaire of free hug coupons, use them all really quickly with everybody in the room.
177	1764	財運は長く続かないものです。	Luck won't last long.
178	1764	Kicking Shuttlecock	Kicking Shuttlecock
179	1764	キックする	Kick
180	1764	この羽付きおもちゃを受け取り、華麗なフットワークで地面に落ちないようにしてください。	Receive this toy with feathers and use your brilliant footwork to keep it from dropping on the ground.
181	1764	緊張感を高めるために、地面に当たると爆発することにしましょう。	Let’s make it explode when it hits the ground just to add to tension.
182	1764	Cool Socks	Cool Socks
183	1764	着る	Wear
184	1764	この素晴らしい靴下を今すぐ履いてください... あなたが好きなアレがついています。	Put these fabulous socks on right now…it has the thing you like.
185	1764	Lip Balm	Lip Balm
186	1764	つける	Put on
187	1764	リップクリームを使いましょう – 慌てず落ち着いて、残り使用回数はほんの100万回なのですから。	Use lip balm - no rush and stay calm, there are only one million times of use left.
188	1764	4 Pencils	4 Pencils
189	1764	しまう	Put away
190	1764	4本の鉛筆をバッグに入れます。	Put 4 pencils into a bag.
191	1764	この4本からどんなに楽しい落書きが生まれるか考えるだけでワクワクします。	I feel excited to think about what kind of scribblings can be created with these 4 pencils.
192	1764	Orange	Orange
193	1764	食べる	Eat
194	1764	おいしそう！	Looks delicious!
195	1764	すぐに皮を剥いて食べれば、当分、壊血病にはなりません。	Peel and eat right now, then you won't get scurvy for a while.
196	1764	Old Coin	Old Coin
197	1764	しまう	Put away
198	1764	そもそもこの種のコインを受け付けてくれる人はいるのでしょうか？	Is there any person who accepts such coins anyways?
199	1764	いない場合、手品師みたいに指の間で転がすことはいつでもできます。	If not, you can always roll it between your fingers like a magician.
200	1764	Nail Clippers	Nail Clippers
201	1764	使う	Use
202	1764	強烈な指相撲バトルでもフレンドや愛する人を誤って引っ掻いたりしないという自信が持てるまで、爪切りを使用します。	Clip your nails until you gain confidence not to scratch your friends or loved ones by mistake, even in a harsh thumb wrestling battle.
203	1764	Mandolin	Mandolin
204	1764	#Badge_Winter2018_Action_Play	#Badge_Winter2018_Action_Play
205	1764	最高のマンドリンが手に入ります。	You can have the best Mandolin
206	1764	それで世界一の歌を作曲しますが、有名にはなりたくないので、それはあなただけの秘密です。	You will write the world's best song with it, but you don't want to be famous so it is going to be a secret you only know.
207	1764	Chocolate Orange	Chocolate Orange
208	1764	食べる	Eat
209	1764	壁や床に激しく（そしてふざけて頭にも優しく）打ち付けた後、チョコレートオレンジのスライスをお楽しみください。	After throwing it hard against the walls and floors (and tenderly to your head for fun), enjoy the slice of Chocolate Orange.
210	1764	Thick Socks	Thick Socks
211	1764	着る	Wear
212	1764	こちらの靴下はレンガのような厚さです。	These socks are as thick as bricks.
213	1764	でも、幸いなことに柔らかいです。	But luckily, these are soft.
214	407	そりゃ来ないだろ。	Of course it didn't come.
215	407	子供産んで得することがあるなら挙げてみ?	List any benefits of having babies.
216	1150	早いな	That was quick.
217	1982	酷すぎて笑った	Laughed because it’s terrible.
218	948	それはWRC(世界ラリー選手権)では？	Isn't that WRC(World Rally Championship)?
219	1282	むせたらアクセル床までベタ踏みかよ	Floor the gas pedal because being choked?
220	894	教師の嫌がらせ(イジメ)じゃない？	Isn't that bullying by the teacher?
221	10165	>改ざん、不適切な調査などにより発表された政府統計の多くが、アベノミクス政策の効果を示すような結果になっていることは興味深い。	>It is interesting that a lot of government statistics released have been manipulated, and are using inappropriate research data that shows the results with good effects of Abenomics.
222	10165	“忖度が働いている”との疑問を持たれても仕方ないだろう。	Couldn't be blamed if people thought “something is going on by reading into minds too much.”
223	10165	国民生活を支える政府の政策のベースとなる政府統計には、絶対に不正があってはならないことはいうまでもない。	Needless to say, there definitely shouldn't be corruption in the government statistics which are fundamental to government policy that support people's livelihood.
224	10165	シンプルに考えるとアベノミクスの結果は改ざんの結果ってことなんだよね？	In simple words, Abenomics result is the result of manipulation, correct?
225	124	カルロス・ゴーンと似たような感じだからとりあえず拘留しといて	It’s similar to the Carlos Ghosn’s case so just detain him
226	287	> 「男性の場合、20代前半に販売職、サービス職（資格不要）、飲食サービス業に従事していると壮年期に非正規雇用労働者となることの何らかの関係があると考えられる」	>”For men, the fact that they work in sales, services (no license required) or the food industry in their early 20’s, is somewhat related to them becoming non-full time workers in the prime of their lives.”
227	287	俺ですら該当するから関係ありまくりよ	Of course they are related, it even applies to me
228	1359	[望み通り**失明させる刑で**](#mm-h31)	“as wished** sentenced to blindness**”(#mm-h31)
229	10174	>近年は雇用情勢の改善が続き、有効求人倍率が上昇しているのは周知のとおりだ。	>Recently, it is well known that the ratio of job openings to job applicants is going up because of circumstances surrounding employment
230	10174	それに伴い人手不足感が強まり、パート・アルバイトの時給は増加傾向にある。	As a result, there is a labor shortage and a rising trend for hourly and part-time wages.
231	10174	ところがクロネコメイトの配達単価は上がっていない。	However, Kuroneko pay per delivery is not increasing.
232	10174	要するに、地域の主婦が魅力的に思うような職は他にいくらでもある状況だ。	In fact, there are plenty of attractive jobs for local housewives.
233	10174	人手不足は賃金が低いとかの待遇の悪さが原因だって、この記事を読んでも良く分かるわ。	I can clearly see from the article that the reasons for labor shortage are low wages and poor labor conditions
234	430	・泥にデフォで入ってる	・It's in Androids by default
235	430	・グループ既読が分かりやすい (各人のプロフ画像が読んだ場所に表示されてる) んで家族と使うのは専らコレだから困る	・Marked as read for groups is easy to see (each person’s icon is shown where they read) and I use this exclusively with my family so I am at loss
236	10084	わかる (ﾉ)•ω•(ヾ)	Same here (ﾉ)•ω•(ヾ)
237	1344	最近はSEGA UKに聞けってなったのか 昔はSEGA USAに聞けだったんですよね USAに質問するとに日本向けは日本法人が担当なので うちは関係ないよって言われる	So they redirect us to SEGA UK these days, they used to tell us to ask SEGA USA, when we ask USA they tell us Japan releases are under the Japan office and that they are unrelated
238	1886	自分のメインのライブラリはSteamで、レトロゲーム目当てにGOGにライブラリを抱えてるけど	My main library is Steam and also have a GOG library for retro games
239	1886	他はしょうがなく使ってるだけ	I am using others reluctantly
240	1886	取り扱いやすいSteamが敗れるなんてことは今の段階ではなさそう	I don't think others are going to beat Steam anytime soon because it is easy to handle
241	1886	Epicなどが10年後も積極的な姿勢を見せ続けているなら、わからんけどさ	If something like Epic Games stays proactive a decade later, then I may change my mind
242	177	小沢「(さいごにここ乗っ取って潰すか)	Ozawa “(Let’s take this over and crush it)
243	27878	合併はあります！	Merger is possible!
244	1423	林檎のAirDropカスと違って同意がなきゃ(物理的に)	You need permission unlike shitty Apple AirDrop (physically)
245	964	マイナスわかめ…( ；o； )	Minus the seaweed…( ；o； )
246	2048	Epic推しの論調が多い中珍しい	It’s a rare opinion as most people are pushing Epic
247	1073	何年経っても日本語化されない	Still no Japanese version after all these years
248	1073	The Wolf Among Us   Tales from the Borderlands   The Cat Lady	The Wolf Among Us Tales from the Borderlands The Cat Lady
249	1073	実写系も捨てがたいんだけどねぇ	The live action types are pretty good
250	1073	Contradiction   Super Seducer   Late Shift	Contradiction Super Seducer Late Shift
251	2143	怒涛の当選報告効くわー	This storm of winning reports are killing me
252	726	LLLer結婚相手を探す〜  嘘です。	LLLer is looking for a spouse~ NOT.
253	670	\> 成人誌を置くのは諸外国では珍しいとされ	\> It's rare to have porn magazines there
254	670	それこそCOOL	This is absolutely COOL
255	2138	フォトナ効果のせいか	Is it because of the Fortnite effect?
256	1700	火葬して骨粉を～じゃなくて土の中で腐らせて～ってなんか嫌だな	cremate and use the bone dust ~ NOT, decay it underground~ doesn't sound good
257	1016	駄菓子屋のくじ   ↓   スーパーカー・キン肉マンの消しゴム等のリアルガチャ   ↓   ソシャゲのガチャ	Drawing lots at candy stores ↓ Physical gachapon like supercar, Muscle Man erasers↓ Virtual Gachapon in social-network games
258	1016	SPAの記事だから、本当に取材してるのか疑わしいが   時代に合った無駄遣いという意味では、順当なんじゃねーかな？	It’s an article on SPA so I doubt that they actually did their research but I guess this sounds about right in terms of wasting money according to the time
259	62	かわええ〜	Kawaii~
260	836	シャオミのゴープロもどき好きやねん	I like Xiaomi’s imitation GoPro
261	1127	改行テスト	Newline test
262	1127	改行これでできてる？	Could I successfully start a line in this way?
263	262	「エロ本あまり儲からなくなったし止めてもいいけど、よそに客が流れるのもいやだわ」   セブン「オリンピックガー」   ローソン・ファミマ「今だ！」	“We can stop selling porn magazines as these are not making much money, but I don't like losing customers to others'” Seven “Thanks to the Olympics” Lawson & Family Mart “Let’s get them now!
264	214	英語でも言ってみ  osteoporosis	Try saying it in English too, osteoporosis
265	839	\>>｢ ここまで敬遠されるとは正直思っていなかった。公正・公平な入試に改め、信頼を取り戻すしかない ｣  そりゃ敬遠されるだろ。	“We didn't expect that people would avoid us this much. We have to regain trust improving ourselves to have a fair and open entrance exam.” Of course people are going to avoid you.
266	839	客に喧嘩売ってただで済むと思ってるほうがやばい。	They are crazy to think they can get away after picking a fight with their customers.
267	839	君らはビジネスで大学運営してるってこと忘れてないかい?	Did they forget that they run their University for business?
268	1364	皿投げて割れる居酒屋	The izakaya where you can throw plates and break them.
269	5195	タミフル服用後の奇行からの死亡は   数年前話題になった記憶があるけど   インフルエンザ自体で死亡というのは   珍しい気がする   ・・・小学生か[](#b3)	I remember the story from a few years ago about people acting weird and dying after taking Tamiflu, but I think it’s rare to die from the flu itself….it was an elementary school kid[](#b3)
270	2201	タグっていえば、適当にタグ付けしてたゲームがおま国化して  タグの方を変更したり消したりしたいのにストアが見れないから  いらなくなったタグが残骸になって延々残り続けるのどうにかしてほしい  自分でつけたタグは個々のストアを見なくてもまとめて消したり修正したりできるようにならんかな	Speaking of tagging, when the games I tagged randomly become GEO Locked, I cannot see the stores if I want to update or delete those tags   I wish they'd do something about the carcass tags that just sits there forever   Can't they make it so we can remove or amend our own tags without looking at each store?
271	1962	ソニアド2は当時やってたけど今でも面白いね   チャオ育成が好きでずっとやってた	I was playing Sonic Adventure 2 when it came out but it’s still good. I loved raising Chao and was doing it for long time
